concept_id,concept_name,unique_id,num_images
1099,pajamas,pajamas,14
1100,palette,palette,13
1101,pallet,pallet,16
1102,palm tree,palm_tree,13
1103,pan,pan,18
1104,pancake,pancake,13
1105,panda,panda,19
1106,panther,panther,15
1107,panties,panties,13
1108,pants,pants,14
1109,pantsuit,pantsuit,13
1110,pantyhose,pantyhose,15
1111,papaya,papaya,13
1112,paper,paper,15
1113,paper bag,paper_bag,15
1114,paper plate,paper_plate,13
1115,paper towel,paper_towel,15
1116,paperclip,paperclip,14
1117,paperweight,paperweight,13
1118,parachute,parachute,14
1119,parfait,parfait,22
1120,parking meter,parking_meter,23
1121,parrot,parrot,29
1122,parsley,parsley,14
1123,pasta,pasta,13
1124,pastry,pastry,14
1125,patch,patch,15
1126,patty,patty,14
1127,payphone,payphone,18
1128,pea,pea,15
1129,peach,peach,15
1130,peacock,peacock,13
1131,peanut,peanut,15
1132,peanut butter,peanut_butter,14
1133,pear,pear,14
1134,pearl,pearl,14
1135,pecan,pecan,13
1136,pedal,pedal,15
1137,pedometer,pedometer,13
1138,peeler,peeler,14
1139,peg,peg,15
1140,pelican,pelican,14
1141,pen,pen,13
1142,pencil,pencil,13
1143,pencil sharpener,pencil_sharpener,13
1144,pendulum,pendulum,14
1145,penguin,penguin,25
1146,penholder,penholder,14
1147,penlight,penlight,14
1148,pennant,pennant,13
1149,pepper mill,pepper_mill,15
1150,pepper,pepper1,16
1151,pepper,pepper2,23
1152,peppermint,peppermint,13
1153,pepperoni,pepperoni,13
1154,perfume,perfume,13
1155,periscope,periscope,14
1156,pesto,pesto,18
1157,pet food,pet_food,14
1158,petal,petal,13
1159,petri dish,petri_dish,14
1160,pheasant,pheasant,22
1161,phone,phone,14
1162,phone booth,phone_booth,15
1163,photo booth,photo_booth,16
1164,photograph,photograph,13
1165,piano,piano,14
1166,pickax,pickax,13
1167,pickle,pickle,17
1168,pie,pie,20
1169,piecrust,piecrust,16
1170,pig,pig,13
1171,pigeon,pigeon,13
1172,piggy bank,piggy_bank,18
1173,piglet,piglet,13
1174,pill,pill,13
1175,pillbox,pillbox,16
1176,pillow,pillow,14
1177,pin,pin,18
1178,pinball,pinball,17
1179,pincushion,pincushion,13
1180,pine needle,pine_needle,16
1181,pine tree,pine_tree,16
1182,pineapple,pineapple,13
1183,pinecone,pinecone,13
1184,ping-pong table,ping-pong_table,14
1185,pinwheel,pinwheel,13
1186,pipe,pipe1,15
1187,pipe,pipe2,14
1188,pistachio,pistachio,13
1189,pita,pita,13
1190,pitcher,pitcher,16
1191,pitchfork,pitchfork,17
1192,pizza,pizza,16
1193,place mat,place_mat,13
1194,plant,plant,13
1195,plaster cast,plaster_cast,14
1196,plastic film,plastic_film,14
1197,plate,plate,14
1198,platypus,platypus,14
1199,playing card,playing_card,13
1200,playpen,playpen,15
1201,pliers,pliers,16
1202,plug,plug,14
1203,plum,plum,14
1204,plunger,plunger,14
1205,pocket,pocket,17
1206,pocket watch,pocket_watch,17
1207,pocketknife,pocketknife,15
1208,pogo stick,pogo_stick,15
1209,poinsettia,poinsettia,15
1210,poker,poker,13
1211,polar bear,polar_bear,25
1212,polaroid,polaroid,14
1213,pole,pole,14
1214,police car,police_car,31
1215,polisher,polisher,15
1216,polo shirt,polo_shirt,16
1217,polygraph,polygraph,16
1218,pom-pom,pom-pom,13
1219,pomegranate,pomegranate,13
1220,pony,pony,14
1221,poodle,poodle,21
1222,pool table,pool_table,14
1223,popcorn,popcorn,16
1224,poppy,poppy,16
1225,popsicle,popsicle,13
1226,porcupine,porcupine,13
1227,porthole,porthole,14
1228,possum,possum,13
1229,poster,poster,13
1230,pot,pot,17
1231,potato,potato,15
1232,potholder,potholder,15
1233,pothole,pothole,15
1234,potpie,potpie,18
1235,potpourri,potpourri,14
1236,powder,powder,14
1237,power line,power_line,13
1238,praying mantis,praying_mantis,22
1239,pretzel,pretzel,14
1240,printer,printer,14
1241,prism,prism,13
1242,projector,projector,16
1243,propeller,propeller,15
1244,prune,prune,14
1245,puck,puck,13
1246,pudding,pudding,13
1247,puddle,puddle,15
1248,puffin,puffin,34
1249,pug,pug,25
1250,pulley,pulley,15
1251,pulpit,pulpit,16
1252,pump,pump,14
1253,pumpkin,pumpkin,22
1254,punch,punch1,15
1255,punch,punch2,15
1256,punching bag,punching_bag,13
1257,puppet,puppet,15
1258,puppy,puppy,15
1259,purse,purse,13
1260,quad,quad,13
1261,quesadilla,quesadilla,25
1262,quiche,quiche,20
1263,quill,quill,16
1264,quilt,quilt,14
1265,rabbit,rabbit,15
1266,raccoon,raccoon,15
1267,racehorse,racehorse,13
1268,rack,rack1,14
1269,rack,rack2,14
1270,racket,racket,15
1271,radar,radar,13
1272,radiator,radiator,14
1273,radio,radio,16
1274,radish,radish,16
1275,raft,raft,14
1276,rag,rag,13
1277,railing,railing,14
1278,rain gauge,rain_gauge,13
1279,raincoat,raincoat,14
1280,raisin,raisin,15
1281,rake,rake,15
1282,ram,ram,15
1283,ramp,ramp,13
1284,raspberry,raspberry,13
1285,rat,rat,13
1286,ratchet,ratchet,14
1287,rattle,rattle,13
1288,rattlesnake,rattlesnake,16
1289,ravioli,ravioli,18
1290,razor,razor,13
1291,razor blade,razor_blade,14
1292,ready meal,ready_meal,13
1293,rearview mirror,rearview_mirror,13
1294,recliner,recliner,13
1295,record,record,13
1296,record player,record_player,29
1297,recorder,recorder,18
1298,red carpet,red_carpet,15
1299,reel,reel,16
1300,refrigerator,refrigerator,13
1301,reindeer,reindeer,21
1302,remote control,remote_control,14
1303,retainer,retainer,13
1304,revolver,revolver,13
1305,revolving door,revolving_door,21
1306,rhinoceros,rhinoceros,13
1307,rhubarb,rhubarb,14
1308,ribbon,ribbon,16
1309,rice,rice,13
1310,rickshaw,rickshaw,15
1311,rifle,rifle,13
1312,rim,rim,14
1313,ring,ring,13
1314,riser,riser,15
1315,road sign,road_sign,17
1316,roadsweeper,roadsweeper,14
1317,robe,robe,13
1318,robot,robot,16
1319,rock,rock,14
1320,rocket,rocket,17
1321,rocking chair,rocking_chair,14
1322,rocking horse,rocking_horse,14
1323,roll,roll,13
1324,roller,roller,14
1325,roller coaster,roller_coaster,18
1326,rollerblade,rollerblade,14
1327,rollerskate,rollerskate,14
1328,rolling pin,rolling_pin,13
1329,roof rack,roof_rack,13
1330,rooster,rooster,15
1331,root,root,14
1332,rope,rope,17
1333,rosary,rosary,13
1334,rose,rose,18
1335,roulette wheel,roulette_wheel,17
1336,router,router,15
1337,rubber band,rubber_band,13
1338,ruby,ruby,16
1339,rudder,rudder,14
1340,rug,rug,15
1341,ruler,ruler,14
1342,rust,rust,14
1343,saddle,saddle,14
1344,safety pin,safety_pin,13
1345,saffron,saffron,15
1346,sail,sail,13
1347,sailboat,sailboat,16
1348,salad,salad,18
1349,salami,salami,15
1350,saltshaker,saltshaker,17
1351,sand,sand,22
1352,sandal,sandal,16
1353,sandbag,sandbag,15
1354,sandbox,sandbox,15
1355,sandcastle,sandcastle,13
1356,sandpaper,sandpaper,13
1357,sandwich,sandwich,16
1358,sarcophagus,sarcophagus,13
1359,sardine,sardine,13
1360,satellite,satellite,13
1361,satellite dish,satellite_dish,13
1362,sauce,sauce,13
1363,saucer,saucer,13
1364,sauerkraut,sauerkraut,14
1365,sausage,sausage,17
1366,saw,saw,14
1367,sawhorse,sawhorse,13
1368,saxophone,saxophone,13
1369,scaffold,scaffold,14
1370,scaffolding,scaffolding,13
1371,scale,scale,13
1372,scallion,scallion,16
1373,scallop,scallop,16
1374,scalpel,scalpel,14
1375,scanner,scanner,13
1376,scarecrow,scarecrow,13
1377,scarf,scarf,17
1378,school bus,school_bus,14
1379,scissors,scissors,15
1380,scone,scone,15
1381,scoop,scoop,13
1382,scooter,scooter,17
1383,scoreboard,scoreboard,14
1384,scorpion,scorpion,14
1385,scrabble,scrabble,13
1386,scrambled egg,scrambled_egg,13
1387,scraper,scraper,13
1388,screen,screen1,15
1389,screen,screen2,15
1390,screw,screw,15
1391,screwdriver,screwdriver,16
1392,scuba,scuba,14
1393,sea urchin,sea_urchin,28
1394,seafood,seafood,14
1395,seagull,seagull,13
1396,seahorse,seahorse,16
1397,seal,seal,15
1398,seaplane,seaplane,15
1399,seatbelt,seatbelt,14
1400,seaweed,seaweed,13
1401,seed,seed,15
1402,seesaw,seesaw,14
1403,seismograph,seismograph,13
1404,sequin,sequin,14
1405,sewage,sewage,14
1406,sewing kit,sewing_kit,16
1407,sewing machine,sewing_machine,13
1408,shaker,shaker,13
1409,shark,shark,18
1410,shaving cream,shaving_cream,13
1411,shawl,shawl,14
1412,shears,shears,16
1413,sheath,sheath,13
1414,sheep,sheep,13
1415,sheet,sheet,14
1416,shelf,shelf,13
1417,shell,shell1,15
1418,shell,shell2,17
1419,shell,shell3,13
1420,shield,shield,13
1421,ship,ship,14
1422,shirt,shirt,13
1423,shoe,shoe,19
1424,shoe polish,shoe_polish,13
1425,shoehorn,shoehorn,13
1426,shoelace,shoelace,14
1427,shopping basket,shopping_basket,13
1428,shopping cart,shopping_cart,17
1429,shortbread,shortbread,15
1430,shorts,shorts,15
1431,shoulder,shoulder,13
1432,shovel,shovel,13
1433,shower,shower,14
1434,shower cap,shower_cap,13
1435,shower curtain,shower_curtain,20
1436,showerhead,showerhead,17
1437,shredder,shredder,15
1438,shrimp,shrimp,13
1439,shuffleboard,shuffleboard,17
1440,shutter,shutter,16
1441,sickle,sickle,14
1442,sidecar,sidecar,21
1443,sifter,sifter,14
1444,silicone,silicone,14
1445,silverware,silverware,14
1446,sim card,sim_card,14
1447,sink,sink,16
1448,siren,siren,14
1449,skateboard,skateboard,15
1450,skeleton,skeleton,17
1451,skewer,skewer,13
1452,ski,ski,14
1453,ski boots,ski_boots,14
1454,ski lift,ski_lift,17
1455,ski pole,ski_pole,13
1456,skin,skin,14
1457,skirt,skirt,16
1458,skull,skull,14
1459,skunk,skunk,15
1460,sled,sled,13
1461,sledgehammer,sledgehammer,14
1462,sleeping bag,sleeping_bag,13
1463,slicer,slicer,15
1464,slide,slide,17
1465,slime,slime,13
1466,sling,sling,13
1467,slingshot,slingshot,13
1468,slipper,slipper,13
1469,slot,slot,14
1470,slot machine,slot_machine,16
1471,sloth,sloth,13
1472,slug,slug,15
1473,smoke alarm,smoke_alarm,13
1474,smoothie,smoothie,15
1475,snack,snack,15
1476,snail,snail,20
1477,snake,snake,17
1478,snorkel,snorkel,15
1479,snow,snow,13
1480,snowball,snowball,13
1481,snowboard,snowboard,13
1482,snowman,snowman,13
1483,snowmobile,snowmobile,13
1484,snowplow,snowplow,13
1485,snowshoe,snowshoe,14
1486,snowsuit,snowsuit,13
1487,soap,soap,13
1488,soccer ball,soccer_ball,14
1489,sock,sock,14
1490,soda,soda,13
1491,soda fountain,soda_fountain,14
1492,sofa bed,sofa_bed,14
1493,solar panel,solar_panel,14
1494,soldering iron,soldering_iron,15
1495,sombrero,sombrero,13
1496,sonogram,sonogram,14
1497,sorbet,sorbet,13
1498,souffle,souffle,19
1499,soup,soup,13
1500,soy sauce,soy_sauce,14
1501,space shuttle,space_shuttle,14
1502,spacesuit,spacesuit,13
1503,spaghetti,spaghetti,15
1504,spam,spam,13
1505,spareribs,spareribs,14
1506,spark plug,spark_plug,13
1507,sparkler,sparkler,16
1508,spatula,spatula,14
1509,speaker,speaker,20
1510,spear,spear,13
1511,speedboat,speedboat,13
1512,speedometer,speedometer,13
1513,spider,spider,13
1514,spider web,spider_web,16
1515,spinach,spinach,14
1516,splinter,splinter,13
1517,sponge,sponge,15
1518,spool,spool,15
1519,spoon,spoon,14
1520,spout,spout,15
1521,spring roll,spring_roll,17
1522,springboard,springboard,14
1523,sprinkler,sprinkler,16
1524,sprouts,sprouts,13
1525,spur,spur,14
1526,squash,squash,14
1527,squeegee,squeegee,13
1528,squid,squid,14
1529,squirrel,squirrel,15
1530,squirt gun,squirt_gun,16
1531,stained glass,stained_glass,13
1532,stair,stair,18
1533,stake,stake,14
1534,stalagmite,stalagmite,16
1535,stamp,stamp1,14
1536,stamp,stamp2,13
1537,staple,staple,13
1538,staple gun,staple_gun,13
1539,stapler,stapler,13
1540,star fruit,star_fruit,14
1541,starfish,starfish,16
1542,station wagon,station_wagon,14
1543,statue,statue,18
1544,steak,steak,16
1545,steamroller,steamroller,14
1546,steering wheel,steering_wheel,16
1547,stem,stem,13
1548,step stool,step_stool,13
1549,stereo,stereo,14
1550,stethoscope,stethoscope,13
1551,stew,stew,19
1552,stick,stick,14
1553,sticker,sticker,14
1554,stiletto,stiletto,16
1555,stilt,stilt,15
1556,stingray,stingray,14
1557,stir fry,stir_fry,21
1558,stirrup,stirrup,13
1559,stockings,stockings,13
1560,stomach,stomach,13
1561,stool,stool,13
1562,stopwatch,stopwatch,14
1563,stove,stove1,14
1564,stove,stove2,14
1565,straightjacket,straightjacket,13
1566,strainer,strainer,15
1567,strap,strap,18
1568,straw,straw1,14
1569,straw,straw2,18
1570,strawberry,strawberry,16
1571,streetlight,streetlight,17
1572,stretcher,stretcher,13
1573,string cheese,string_cheese,14
1574,stroller,stroller,17
1575,stuffing,stuffing,13
1576,stump,stump,15
1577,submarine,submarine,15
1578,subway,subway,14
1579,sugar cube,sugar_cube,13
1580,suit,suit,16
1581,suitcase,suitcase,15
1582,sundae,sundae,14
1583,sundial,sundial,15
1584,sunflower,sunflower,19
1585,sunglasses,sunglasses,16
1586,sunroof,sunroof,13
1587,surfboard,surfboard,17
1588,sushi,sushi,19
1589,suspenders,suspenders,16
1590,swab,swab,17
1591,swan,swan,15
1592,sweater,sweater,21
1593,sweatsuit,sweatsuit,13
1594,sweeper,sweeper,15
1595,sweet potato,sweet_potato,13
1596,swimming pool,swimming_pool,21
1597,swimsuit,swimsuit,13
1598,swing,swing,14
1599,swing set,swing_set,16
1600,switch,switch,15
1601,swizzle stick,swizzle_stick,14
1602,sword,sword,15
1603,swordfish,swordfish,13
1604,syringe,syringe,15
1605,syrup,syrup,13
1606,t-shirt,t-shirt,16
1607,tab,tab,15
1608,table,table,13
1609,tablecloth,tablecloth,13
1610,tablet,tablet,14
1611,tack,tack,14
1612,tackle,tackle,14
1613,taco,taco,14
1614,tadpole,tadpole,13
1615,taffy,taffy,14
1616,tag,tag,14
1617,taillight,taillight,17
1618,tamale,tamale,17
1619,tambourine,tambourine,15
1620,tank,tank1,18
1621,tank,tank2,13
1622,tape,tape,14
1623,tape measure,tape_measure,15
1624,tape recorder,tape_recorder,13
1625,tapestry,tapestry,16
1626,tarantula,tarantula,17
1627,target,target,15
1628,tarp,tarp,14
1629,tattoo,tattoo,20
1630,taxi,taxi,18
1631,tea,tea,16
1632,teabag,teabag,15
1633,teacup,teacup,14
1634,teapot,teapot,14
1635,teddy bear,teddy_bear,13
1636,tee,tee,13
1637,teepee,teepee,13
1638,telegraph,telegraph,14
1639,telephone pole,telephone_pole,13
1640,telescope,telescope,14
1641,television,television,15
1642,tennis ball,tennis_ball,18
1643,tent,tent,17
1644,terrarium,terrarium,14
1645,test tube,test_tube,18
1646,thermometer,thermometer,13
1647,thermos,thermos,18
1648,thermostat,thermostat,17
1649,thimble,thimble,13
1650,thorn,thorn,18
1651,thread,thread,13
1652,throne,throne,13
1653,thumb,thumb,13
1654,thumbtack,thumbtack,16
1655,tiara,tiara,13
1656,tick,tick,13
1657,ticktacktoe,ticktacktoe,13
1658,tie,tie,14
1659,tiger,tiger,14
1660,tile,tile,16
1661,timer,timer,13
1662,tinsel,tinsel,14
1663,tiramisu,tiramisu,17
1664,toad,toad,18
1665,toast,toast,14
1666,toaster,toaster,15
1667,toaster oven,toaster_oven,15
1668,toe,toe,15
1669,toga,toga,13
1670,toilet,toilet,15
1671,toilet paper,toilet_paper,21
1672,tomato,tomato,15
1673,tomato sauce,tomato_sauce,15
1674,tongs,tongs,13
1675,tongue,tongue,13
1676,tool,tool,13
1677,toolbox,toolbox,14
1678,tooth,tooth,16
1679,toothbrush,toothbrush,13
1680,toothpaste,toothpaste,15
1681,toothpick,toothpick,16
1682,top hat,top_hat,14
1683,torch,torch,14
1684,torpedo,torpedo,14
1685,torso,torso,13
1686,tortellini,tortellini,17
1687,tortilla,tortilla,14
1688,tostada,tostada,14
1689,totem pole,totem_pole,15
1690,toucan,toucan,17
1691,touchpad,touchpad,13
1692,towel,towel,17
1693,towel rack,towel_rack,14
1694,toy,toy,13
1695,tractor,tractor,13
1696,traffic light,traffic_light,16
1697,trailer,trailer,19
1698,train,train,13
1699,train car,train_car,14
1700,train set,train_set,13
1701,trampoline,trampoline,15
1702,trap,trap,15
1703,trapdoor,trapdoor,14
1704,trashcan,trashcan,15
1705,tray,tray,13
1706,treadmill,treadmill,18
1707,treasure,treasure,14
1708,tree,tree,13
1709,tree trunk,tree_trunk,13
1710,triangle,triangle,13
1711,tricycle,tricycle,15
1712,trident,trident,13
1713,trigger,trigger,13
1714,tripod,tripod,13
1715,trolley,trolley,15
1716,trombone,trombone,15
1717,trophy,trophy,15
1718,trough,trough,14
1719,trowel,trowel,18
1720,truck,truck,13
1721,trumpet,trumpet,13
1722,trunk,trunk,15
1723,tuba,tuba,16
1724,tube top,tube_top,13
1725,tugboat,tugboat,13
1726,tulip,tulip,17
1727,tumbleweed,tumbleweed,14
1728,tuning fork,tuning_fork,14
1729,tupperware,tupperware,16
1730,turban,turban,13
1731,turbine,turbine,16
1732,turf,turf,13
1733,turkey,turkey,16
1734,turnstile,turnstile,14
1735,turntable,turntable,14
1736,turtle,turtle,19
1737,turtleneck,turtleneck,15
1738,tuxedo,tuxedo,17
1739,tweezers,tweezers,13
1740,twig,twig,14
1741,typewriter,typewriter,16
1742,ukulele,ukulele,16
1743,umbrella,umbrella,17
1744,undershirt,undershirt,13
1745,underwear,underwear,13
1746,unicycle,unicycle,13
1747,uniform,uniform,17
1748,urinal,urinal,14
1749,urn,urn,15
1750,vacuum,vacuum,14
1751,valve,valve,13
1752,van,van,15
1753,vase,vase,21
1754,vegetable,vegetable,16
1755,veil,veil,17
1756,velcro,velcro,14
1757,vending machine,vending_machine,15
1758,vent,vent,15
1759,vest,vest,16
1760,vial,vial,16
1761,videocassette,videocassette,13
1762,videogame,videogame,16
1763,viewfinder,viewfinder,13
1764,violin,violin,14
1765,vise,vise,16
1766,visor,visor,17
1767,volleyball,volleyball,17
1768,vulture,vulture,18
1769,wafer,wafer,13
1770,waffle,waffle,19
1771,waffle iron,waffle_iron,15
1772,wagon,wagon,15
1773,walker,walker1,14
1774,walker,walker2,16
1775,wall,wall,13
1776,wallet,wallet,15
1777,wallpaper,wallpaper,17
1778,walnut,walnut,14
1779,walrus,walrus,15
1780,wand,wand,13
1781,warthog,warthog,16
1782,washboard,washboard,14
1783,washcloth,washcloth,13
1784,washing machine,washing_machine,13
1785,wasp,wasp,16
1786,watch,watch,16
1787,water bottle,water_bottle,13
1788,water cooler,water_cooler,13
1789,water filter,water_filter,13
1790,water fountain,water_fountain,13
1791,water heater,water_heater,15
1792,watering can,watering_can,15
1793,watermelon,watermelon,14
1794,waterwheel,waterwheel,14
1795,wax,wax,13
1796,wax paper,wax_paper,14
1797,weasel,weasel,13
1798,weather vane,weather_vane,23
1799,webcam,webcam,14
1800,wedding cake,wedding_cake,15
1801,wedge,wedge,13
1802,weed,weed,15
1803,wetsuit,wetsuit,14
1804,whale,whale,16
1805,wheat,wheat,13
1806,wheel,wheel,13
1807,wheelbarrow,wheelbarrow,13
1808,wheelchair,wheelchair,13
1809,whip,whip,15
1810,whipped cream,whipped_cream,14
1811,whisk,whisk,13
1812,whistle,whistle,14
1813,whiteboard,whiteboard,16
1814,whoopee cushion,whoopee_cushion,14
1815,wick,wick,13
1816,wig,wig,15
1817,wind chimes,wind_chimes,13
1818,window,window,15
1819,windowsill,windowsill,14
1820,windshield,windshield,16
1821,windshield wiper,windshield_wiper,14
1822,windsock,windsock,14
1823,wine,wine,27
1824,wine bottle,wine_bottle,16
1825,wine cooler,wine_cooler,14
1826,wineglass,wineglass,14
1827,wing,wing,16
1828,wire,wire,14
1829,wire cutters,wire_cutters,14
1830,wok,wok,13
1831,wolf,wolf,14
1832,woman,woman,13
1833,wood,wood,15
1834,wooden leg,wooden_leg,13
1835,workbench,workbench,15
1836,worm,worm,13
1837,wrap,wrap,19
1838,wrapping paper,wrapping_paper,13
1839,wreath,wreath,15
1840,wreck,wreck,14
1841,wrench,wrench,13
1842,wrist,wrist,13
1843,xylophone,xylophone,13
1844,yacht,yacht,13
1845,yak,yak,16
1846,yarn,yarn,16
1847,yo-yo,yo-yo,15
1848,yogurt,yogurt,14
1849,yoke,yoke,13
1850,yolk,yolk,19
1851,zebra,zebra,21
1852,zipper,zipper,13
1853,zucchini,zucchini,14
