image_index,image,unique_id,concept,recognizability,recognizability_homonyms,recognizability_close,nameability_naming-consistency,nameability,memorability_cr,relative_image_path,concept_index
6839,dalmatian/dalmatian_08s.jpg,dalmatian,dalmatian,0.235294118,0.235294118,0.235294118,0.705882353,0.705882353,0.738095238,images/dalmatian/dalmatian_08s.jpg,471
6840,dalmatian/dalmatian_09s.jpg,dalmatian,dalmatian,0.3,0.3,0.3,0.789473684,0.789473684,0.928571429,images/dalmatian/dalmatian_09s.jpg,471
6841,dalmatian/dalmatian_10s.jpg,dalmatian,dalmatian,0.333333333,0.333333333,0.333333333,0.684210526,0.684210526,0.761904762,images/dalmatian/dalmatian_10s.jpg,471
6842,dalmatian/dalmatian_11s.jpg,dalmatian,dalmatian,0.266666667,0.266666667,0.266666667,0.8125,0.8125,0.868421053,images/dalmatian/dalmatian_11s.jpg,471
6843,dalmatian/dalmatian_12s.jpg,dalmatian,dalmatian,0.263157895,0.263157895,0.263157895,0.764705882,0.764705882,0.85,images/dalmatian/dalmatian_12s.jpg,471
6844,dandelion/dandelion_01s.jpg,dandelion,dandelion,0.125,0.125,0.125,0.684210526,0.684210526,0.794871795,images/dandelion/dandelion_01s.jpg,472
6845,dandelion/dandelion_02s.jpg,dandelion,dandelion,0.25,0.25,0.25,0.823529412,0.823529412,0.65,images/dandelion/dandelion_02s.jpg,472
6846,dandelion/dandelion_03s.jpg,dandelion,dandelion,0.352941176,0.352941176,0.352941176,0.684210526,0.684210526,0.720930233,images/dandelion/dandelion_03s.jpg,472
6847,dandelion/dandelion_04s.jpg,dandelion,dandelion,0.416666667,0.416666667,0.416666667,0.526315789,0.526315789,0.625,images/dandelion/dandelion_04s.jpg,472
6848,dandelion/dandelion_05s.jpg,dandelion,dandelion,0.333333333,0.333333333,0.333333333,0.625,0.625,0.707317073,images/dandelion/dandelion_05s.jpg,472
6849,dandelion/dandelion_06s.jpg,dandelion,dandelion,0.176470588,0.176470588,0.176470588,0.684210526,0.684210526,0.692307692,images/dandelion/dandelion_06s.jpg,472
6850,dandelion/dandelion_07s.jpg,dandelion,dandelion,0.272727273,0.272727273,0.272727273,0.722222222,0.722222222,0.675675676,images/dandelion/dandelion_07s.jpg,472
6851,dandelion/dandelion_08s.jpg,dandelion,dandelion,0.333333333,0.333333333,0.333333333,0.8,0.8,0.80952381,images/dandelion/dandelion_08s.jpg,472
6852,dandelion/dandelion_09s.jpg,dandelion,dandelion,0.2,0.2,0.2,0.578947368,0.578947368,0.634146341,images/dandelion/dandelion_09s.jpg,472
6853,dandelion/dandelion_10s.jpg,dandelion,dandelion,0.2,0.2,0.2,0.631578947,0.315789474,0.738095238,images/dandelion/dandelion_10s.jpg,472
6854,dandelion/dandelion_11s.jpg,dandelion,dandelion,0.214285714,0.214285714,0.214285714,0.473684211,0.368421053,0.69047619,images/dandelion/dandelion_11s.jpg,472
6855,dandelion/dandelion_12s.jpg,dandelion,dandelion,0.4375,0.4375,0.4375,0.684210526,0.684210526,0.69047619,images/dandelion/dandelion_12s.jpg,472
6856,dandelion/dandelion_13s.jpg,dandelion,dandelion,0.4,0.4,0.4,0.578947368,0.578947368,0.756097561,images/dandelion/dandelion_13s.jpg,472
6857,dandelion/dandelion_14s.jpg,dandelion,dandelion,0.388888889,0.388888889,0.388888889,0.888888889,0.888888889,0.761904762,images/dandelion/dandelion_14s.jpg,472
6858,dandelion/dandelion_15s.jpg,dandelion,dandelion,0.357142857,0.357142857,0.357142857,0.588235294,0.588235294,0.666666667,images/dandelion/dandelion_15s.jpg,472
6859,dart/dart_01b.jpg,dart,dart,0.636363636,0.636363636,0.636363636,1.0,1.0,0.790697674,images/dart/dart_01b.jpg,473
6860,dart/dart_02s.jpg,dart,dart,0.133333333,0.133333333,0.6,0.947368421,0.947368421,0.780487805,images/dart/dart_02s.jpg,473
6861,dart/dart_03s.jpg,dart,dart,0.230769231,0.230769231,0.538461538,0.941176471,0.941176471,0.888888889,images/dart/dart_03s.jpg,473
6862,dart/dart_04s.jpg,dart,dart,0.4375,0.4375,0.4375,1.0,1.0,0.756097561,images/dart/dart_04s.jpg,473
6863,dart/dart_05s.jpg,dart,dart,0.3,0.3,0.4,0.944444444,0.944444444,0.804878049,images/dart/dart_05s.jpg,473
6864,dart/dart_06s.jpg,dart,dart,0.5,0.5,0.571428571,0.944444444,0.944444444,0.790697674,images/dart/dart_06s.jpg,473
6865,dart/dart_07s.jpg,dart,dart,0.095238095,0.095238095,0.380952381,0.947368421,0.947368421,0.785714286,images/dart/dart_07s.jpg,473
6866,dart/dart_08s.jpg,dart,dart,0.176470588,0.176470588,0.294117647,0.928571429,0.928571429,0.921052632,images/dart/dart_08s.jpg,473
6867,dart/dart_09s.jpg,dart,dart,0.0,0.0,0.533333333,1.0,1.0,0.756097561,images/dart/dart_09s.jpg,473
6868,dart/dart_10s.jpg,dart,dart,0.133333333,0.133333333,0.666666667,1.0,1.0,0.846153846,images/dart/dart_10s.jpg,473
6869,dart/dart_11s.jpg,dart,dart,0.538461538,0.538461538,0.538461538,1.0,1.0,0.731707317,images/dart/dart_11s.jpg,473
6870,dart/dart_12s.jpg,dart,dart,0.4,0.4,0.533333333,0.944444444,0.944444444,0.710526316,images/dart/dart_12s.jpg,473
6871,dartboard/dartboard_01b.jpg,dartboard,dartboard,0.8,0.8,0.8,0.5,0.5,0.642857143,images/dartboard/dartboard_01b.jpg,474
6872,dartboard/dartboard_02s.jpg,dartboard,dartboard,0.833333333,0.833333333,0.833333333,0.736842105,0.210526316,0.804878049,images/dartboard/dartboard_02s.jpg,474
6873,dartboard/dartboard_03s.jpg,dartboard,dartboard,0.5,0.5,0.5,0.705882353,0.176470588,0.846153846,images/dartboard/dartboard_03s.jpg,474
6874,dartboard/dartboard_04s.jpg,dartboard,dartboard,0.785714286,0.785714286,0.785714286,0.6,0.333333333,0.825,images/dartboard/dartboard_04s.jpg,474
6875,dartboard/dartboard_05s.jpg,dartboard,dartboard,0.533333333,0.533333333,0.533333333,0.55,0.55,0.619047619,images/dartboard/dartboard_05s.jpg,474
6876,dartboard/dartboard_06s.jpg,dartboard,dartboard,0.583333333,0.583333333,0.583333333,0.466666667,0.4,0.842105263,images/dartboard/dartboard_06s.jpg,474
6877,dartboard/dartboard_07s.jpg,dartboard,dartboard,0.538461538,0.538461538,0.538461538,0.588235294,0.588235294,0.725,images/dartboard/dartboard_07s.jpg,474
6878,dartboard/dartboard_08s.jpg,dartboard,dartboard,0.625,0.625,0.625,0.588235294,0.588235294,0.794871795,images/dartboard/dartboard_08s.jpg,474
6879,dartboard/dartboard_09s.jpg,dartboard,dartboard,0.470588235,0.470588235,0.470588235,0.555555556,0.555555556,0.871794872,images/dartboard/dartboard_09s.jpg,474
6880,dartboard/dartboard_10s.jpg,dartboard,dartboard,0.769230769,0.769230769,0.769230769,0.666666667,0.222222222,0.8,images/dartboard/dartboard_10s.jpg,474
6881,dartboard/dartboard_11s.jpg,dartboard,dartboard,0.466666667,0.466666667,0.466666667,0.529411765,0.352941176,0.731707317,images/dartboard/dartboard_11s.jpg,474
6882,dartboard/dartboard_12s.jpg,dartboard,dartboard,0.352941176,0.352941176,0.352941176,0.777777778,0.222222222,0.731707317,images/dartboard/dartboard_12s.jpg,474
6883,dashboard/dashboard_01b.jpg,dashboard,dashboard,0.0,0.0,0.0,0.625,0.125,0.744186047,images/dashboard/dashboard_01b.jpg,475
6884,dashboard/dashboard_02s.jpg,dashboard,dashboard,0.0,0.0,0.0,0.533333333,0.133333333,0.804878049,images/dashboard/dashboard_02s.jpg,475
6885,dashboard/dashboard_03s.jpg,dashboard,dashboard,0.230769231,0.230769231,0.230769231,0.388888889,0.388888889,0.717948718,images/dashboard/dashboard_03s.jpg,475
6886,dashboard/dashboard_04s.jpg,dashboard,dashboard,0.055555556,0.055555556,0.055555556,0.631578947,0.157894737,0.825,images/dashboard/dashboard_04s.jpg,475
6887,dashboard/dashboard_05s.jpg,dashboard,dashboard,0.076923077,0.076923077,0.076923077,0.421052632,0.421052632,0.80952381,images/dashboard/dashboard_05s.jpg,475
6888,dashboard/dashboard_06s.jpg,dashboard,dashboard,0.133333333,0.133333333,0.133333333,0.470588235,0.470588235,0.658536585,images/dashboard/dashboard_06s.jpg,475
6889,dashboard/dashboard_07s.jpg,dashboard,dashboard,0.071428571,0.071428571,0.071428571,0.666666667,0.666666667,0.761904762,images/dashboard/dashboard_07s.jpg,475
6890,dashboard/dashboard_08s.jpg,dashboard,dashboard,0.230769231,0.230769231,0.230769231,0.647058824,0.647058824,0.804878049,images/dashboard/dashboard_08s.jpg,475
6891,dashboard/dashboard_09s.jpg,dashboard,dashboard,0.142857143,0.142857143,0.142857143,0.473684211,0.473684211,0.75,images/dashboard/dashboard_09s.jpg,475
6892,dashboard/dashboard_10s.jpg,dashboard,dashboard,0.25,0.25,0.25,0.588235294,0.588235294,0.7,images/dashboard/dashboard_10s.jpg,475
6893,dashboard/dashboard_11s.jpg,dashboard,dashboard,0.352941176,0.352941176,0.352941176,0.777777778,0.777777778,0.738095238,images/dashboard/dashboard_11s.jpg,475
6894,dashboard/dashboard_12s.jpg,dashboard,dashboard,0.3125,0.3125,0.3125,0.647058824,0.647058824,0.682926829,images/dashboard/dashboard_12s.jpg,475
6895,dashboard/dashboard_13s.jpg,dashboard,dashboard,0.538461538,0.538461538,0.538461538,0.894736842,0.894736842,0.76744186,images/dashboard/dashboard_13s.jpg,475
6896,deer/deer_01b.jpg,deer,deer,0.928571429,0.928571429,0.928571429,0.789473684,0.789473684,0.65,images/deer/deer_01b.jpg,476
6897,deer/deer_02s.jpg,deer,deer,1.0,1.0,1.0,0.947368421,0.947368421,0.785714286,images/deer/deer_02s.jpg,476
6898,deer/deer_03s.jpg,deer,deer,1.0,1.0,1.0,0.9,0.9,0.794871795,images/deer/deer_03s.jpg,476
6899,deer/deer_04s.jpg,deer,deer,0.933333333,0.933333333,0.933333333,0.894736842,0.894736842,0.7,images/deer/deer_04s.jpg,476
6900,deer/deer_05s.jpg,deer,deer,1.0,1.0,1.0,0.684210526,0.684210526,0.8,images/deer/deer_05s.jpg,476
6901,deer/deer_06s.jpg,deer,deer,0.909090909,0.909090909,0.909090909,0.944444444,0.944444444,0.894736842,images/deer/deer_06s.jpg,476
6902,deer/deer_07s.jpg,deer,deer,0.916666667,0.916666667,0.916666667,0.95,0.95,0.829268293,images/deer/deer_07s.jpg,476
6903,deer/deer_08s.jpg,deer,deer,0.944444444,0.944444444,1.0,0.888888889,0.888888889,0.6,images/deer/deer_08s.jpg,476
6904,deer/deer_09s.jpg,deer,deer,1.0,1.0,1.0,0.555555556,0.555555556,0.8,images/deer/deer_09s.jpg,476
6905,deer/deer_10s.jpg,deer,deer,1.0,1.0,1.0,0.888888889,0.888888889,0.815539112,images/deer/deer_10s.jpg,476
6906,deer/deer_11s.jpg,deer,deer,1.0,1.0,1.0,0.9375,0.9375,0.789473684,images/deer/deer_11s.jpg,476
6907,deer/deer_12s.jpg,deer,deer,0.944444444,0.944444444,0.944444444,0.947368421,0.947368421,0.756097561,images/deer/deer_12s.jpg,476
6908,deer/deer_13s.jpg,deer,deer,0.857142857,0.857142857,0.857142857,0.611111111,0.611111111,0.75,images/deer/deer_13s.jpg,476
6909,deer/deer_14n.jpg,deer,deer,0.928571429,0.928571429,0.928571429,0.944444444,0.944444444,0.756097561,images/deer/deer_14n.jpg,476
6910,defibrillator/defibrillator_01b.jpg,defibrillator,defibrillator,0.5,0.5,0.5,0.611111111,0.611111111,0.55,images/defibrillator/defibrillator_01b.jpg,477
6911,defibrillator/defibrillator_02s.jpg,defibrillator,defibrillator,0.8,0.8,0.8,0.647058824,0.647058824,0.85,images/defibrillator/defibrillator_02s.jpg,477
6912,defibrillator/defibrillator_03s.jpg,defibrillator,defibrillator,0.416666667,0.416666667,0.416666667,0.421052632,0.421052632,0.871794872,images/defibrillator/defibrillator_03s.jpg,477
6913,defibrillator/defibrillator_04s.jpg,defibrillator,defibrillator,0.357142857,0.357142857,0.357142857,0.315789474,0.315789474,0.7,images/defibrillator/defibrillator_04s.jpg,477
6914,defibrillator/defibrillator_05s.jpg,defibrillator,defibrillator,0.642857143,0.642857143,0.642857143,0.777777778,0.777777778,0.619047619,images/defibrillator/defibrillator_05s.jpg,477
6915,defibrillator/defibrillator_06s.jpg,defibrillator,defibrillator,0.75,0.75,0.75,0.444444444,0.444444444,0.717948718,images/defibrillator/defibrillator_06s.jpg,477
6916,defibrillator/defibrillator_07s.jpg,defibrillator,defibrillator,0.176470588,0.176470588,0.176470588,0.666666667,0.666666667,0.666666667,images/defibrillator/defibrillator_07s.jpg,477
6917,defibrillator/defibrillator_08s.jpg,defibrillator,defibrillator,0.642857143,0.642857143,0.642857143,0.388888889,0.388888889,0.846153846,images/defibrillator/defibrillator_08s.jpg,477
6918,defibrillator/defibrillator_09s.jpg,defibrillator,defibrillator,0.3125,0.3125,0.3125,0.411764706,0.411764706,0.625,images/defibrillator/defibrillator_09s.jpg,477
6919,defibrillator/defibrillator_10s.jpg,defibrillator,defibrillator,0.333333333,0.333333333,0.333333333,0.235294118,0.235294118,0.682926829,images/defibrillator/defibrillator_10s.jpg,477
6920,defibrillator/defibrillator_11s.jpg,defibrillator,defibrillator,0.133333333,0.133333333,0.133333333,0.444444444,0.444444444,0.761904762,images/defibrillator/defibrillator_11s.jpg,477
6921,defibrillator/defibrillator_12s.jpg,defibrillator,defibrillator,0.5,0.5,0.5,0.631578947,0.631578947,0.825,images/defibrillator/defibrillator_12s.jpg,477
6922,defibrillator/defibrillator_13s.jpg,defibrillator,defibrillator,0.8125,0.8125,0.8125,0.777777778,0.777777778,0.8,images/defibrillator/defibrillator_13s.jpg,477
6923,defibrillator/defibrillator_14s.jpg,defibrillator,defibrillator,0.5,0.5,0.5,0.411764706,0.411764706,0.775,images/defibrillator/defibrillator_14s.jpg,477
6924,denture/denture_01b.jpg,denture,denture,0.684210526,0.684210526,0.684210526,0.789473684,0.789473684,0.928571429,images/denture/denture_01b.jpg,478
6925,denture/denture_02s.jpg,denture,denture,0.6,0.6,0.6,0.526315789,0.526315789,0.829268293,images/denture/denture_02s.jpg,478
6926,denture/denture_03s.jpg,denture,denture,0.4375,0.4375,0.4375,0.55,0.55,0.926829268,images/denture/denture_03s.jpg,478
6927,denture/denture_04s.jpg,denture,denture,0.764705882,0.764705882,0.764705882,0.368421053,0.315789474,0.85,images/denture/denture_04s.jpg,478
6928,denture/denture_05s.jpg,denture,denture,0.6875,0.6875,0.6875,0.588235294,0.588235294,0.904761905,images/denture/denture_05s.jpg,478
6929,denture/denture_06s.jpg,denture,denture,0.692307692,0.692307692,0.692307692,0.823529412,0.823529412,0.820512821,images/denture/denture_06s.jpg,478
6930,denture/denture_07s.jpg,denture,denture,0.631578947,0.631578947,0.631578947,0.705882353,0.705882353,0.894736842,images/denture/denture_07s.jpg,478
6931,denture/denture_08s.jpg,denture,denture,0.6,0.6,0.6,0.647058824,0.647058824,0.833333333,images/denture/denture_08s.jpg,478
6932,denture/denture_09s.jpg,denture,denture,0.611111111,0.611111111,0.611111111,0.894736842,0.894736842,0.902439024,images/denture/denture_09s.jpg,478
6933,denture/denture_10s.jpg,denture,denture,0.714285714,0.714285714,0.714285714,0.789473684,0.789473684,0.863636364,images/denture/denture_10s.jpg,478
6934,denture/denture_11s.jpg,denture,denture,0.647058824,0.647058824,0.647058824,0.894736842,0.894736842,0.9,images/denture/denture_11s.jpg,478
6935,denture/denture_12s.jpg,denture,denture,0.538461538,0.538461538,0.538461538,0.666666667,0.666666667,0.926829268,images/denture/denture_12s.jpg,478
6936,denture/denture_13s.jpg,denture,denture,0.307692308,0.307692308,0.307692308,0.4375,0.4375,0.897435897,images/denture/denture_13s.jpg,478
6937,denture/denture_14s.jpg,denture,denture,0.545454545,0.545454545,0.545454545,0.764705882,0.764705882,0.947368421,images/denture/denture_14s.jpg,478
6938,deodorant/deodorant_01b.jpg,deodorant,deodorant,0.166666667,0.166666667,0.166666667,0.666666667,0.722222222,0.875,images/deodorant/deodorant_01b.jpg,479
6939,deodorant/deodorant_02s.jpg,deodorant,deodorant,0.25,0.25,0.25,0.85,0.85,0.833333333,images/deodorant/deodorant_02s.jpg,479
6940,deodorant/deodorant_03s.jpg,deodorant,deodorant,0.307692308,0.307692308,0.307692308,1.0,1.0,0.853658537,images/deodorant/deodorant_03s.jpg,479
6941,deodorant/deodorant_04s.jpg,deodorant,deodorant,0.5625,0.5625,0.5625,0.9,0.9,0.780487805,images/deodorant/deodorant_04s.jpg,479
6942,deodorant/deodorant_05s.jpg,deodorant,deodorant,0.3,0.3,0.3,1.0,1.0,0.636363636,images/deodorant/deodorant_05s.jpg,479
6943,deodorant/deodorant_06s.jpg,deodorant,deodorant,0.315789474,0.315789474,0.315789474,0.631578947,0.631578947,0.725,images/deodorant/deodorant_06s.jpg,479
6944,deodorant/deodorant_07s.jpg,deodorant,deodorant,0.5,0.5,0.5,0.526315789,0.578947368,0.65,images/deodorant/deodorant_07s.jpg,479
6945,deodorant/deodorant_08s.jpg,deodorant,deodorant,0.444444444,0.444444444,0.444444444,0.789473684,0.789473684,0.871794872,images/deodorant/deodorant_08s.jpg,479
6946,deodorant/deodorant_09s.jpg,deodorant,deodorant,0.5,0.5,0.5,0.9,0.9,0.875,images/deodorant/deodorant_09s.jpg,479
6947,deodorant/deodorant_10s.jpg,deodorant,deodorant,0.666666667,0.666666667,0.666666667,0.789473684,0.789473684,0.725,images/deodorant/deodorant_10s.jpg,479
6948,deodorant/deodorant_11s.jpg,deodorant,deodorant,0.470588235,0.470588235,0.470588235,0.75,0.75,0.860465116,images/deodorant/deodorant_11s.jpg,479
6949,deodorant/deodorant_12s.jpg,deodorant,deodorant,0.222222222,0.222222222,0.222222222,0.823529412,0.823529412,0.85,images/deodorant/deodorant_12s.jpg,479
6950,desk/desk_01b.jpg,desk,desk,0.25,0.25,0.25,1.0,1.0,0.707317073,images/desk/desk_01b.jpg,480
6951,desk/desk_02s.jpg,desk,desk,0.277777778,0.277777778,0.277777778,0.894736842,0.894736842,0.780487805,images/desk/desk_02s.jpg,480
6952,desk/desk_03s.jpg,desk,desk,0.428571429,0.428571429,0.428571429,0.944444444,0.944444444,0.925,images/desk/desk_03s.jpg,480
6953,desk/desk_04s.jpg,desk,desk,0.466666667,0.466666667,0.466666667,0.947368421,0.947368421,0.80952381,images/desk/desk_04s.jpg,480
6954,desk/desk_05s.jpg,desk,desk,0.555555556,0.555555556,0.555555556,1.0,1.0,0.714285714,images/desk/desk_05s.jpg,480
6955,desk/desk_06s.jpg,desk,desk,0.428571429,0.428571429,0.428571429,0.722222222,0.722222222,0.776219512,images/desk/desk_06s.jpg,480
6956,desk/desk_07s.jpg,desk,desk,0.4,0.4,0.4,0.8,0.8,0.604651163,images/desk/desk_07s.jpg,480
6957,desk/desk_08s.jpg,desk,desk,0.4,0.4,0.4,0.842105263,0.842105263,0.658536585,images/desk/desk_08s.jpg,480
6958,desk/desk_09s.jpg,desk,desk,0.272727273,0.272727273,0.272727273,0.833333333,0.833333333,0.775,images/desk/desk_09s.jpg,480
6959,desk/desk_10s.jpg,desk,desk,0.352941176,0.352941176,0.352941176,1.0,1.0,0.820512821,images/desk/desk_10s.jpg,480
6960,desk/desk_11s.jpg,desk,desk,0.333333333,0.333333333,0.333333333,0.944444444,0.944444444,0.894736842,images/desk/desk_11s.jpg,480
6961,desk/desk_12s.jpg,desk,desk,0.6875,0.6875,0.6875,0.75,0.75,0.8,images/desk/desk_12s.jpg,480
6962,desk/desk_13s.jpg,desk,desk,0.5,0.5,0.5,0.823529412,0.823529412,0.658536585,images/desk/desk_13s.jpg,480
6963,desk/desk_14s.jpg,desk,desk,0.3,0.3,0.3,0.888888889,0.888888889,0.810810811,images/desk/desk_14s.jpg,480
6964,dessert/dessert_01b.jpg,dessert,dessert,0.066666667,0.066666667,0.066666667,0.368421053,0.368421053,0.846153846,images/dessert/dessert_01b.jpg,481
6965,dessert/dessert_02s.jpg,dessert,dessert,0.357142857,0.357142857,0.357142857,0.470588235,0.470588235,0.8,images/dessert/dessert_02s.jpg,481
6966,dessert/dessert_03s.jpg,dessert,dessert,0.117647059,0.117647059,0.117647059,0.444444444,0.111111111,0.853658537,images/dessert/dessert_03s.jpg,481
6967,dessert/dessert_04s.jpg,dessert,dessert,0.3125,0.3125,0.3125,0.529411765,0.529411765,0.675,images/dessert/dessert_04s.jpg,481
6968,dessert/dessert_05s.jpg,dessert,dessert,0.142857143,0.142857143,0.142857143,0.5,0.5,0.738095238,images/dessert/dessert_05s.jpg,481
6969,dessert/dessert_06s.jpg,dessert,dessert,0.235294118,0.235294118,0.235294118,0.5,0.277777778,0.880952381,images/dessert/dessert_06s.jpg,481
6970,dessert/dessert_07s.jpg,dessert,dessert,0.142857143,0.142857143,0.142857143,0.764705882,0.117647059,0.743589744,images/dessert/dessert_07s.jpg,481
6971,dessert/dessert_08s.jpg,dessert,dessert,0.333333333,0.333333333,0.333333333,0.6,0.6,0.707317073,images/dessert/dessert_08s.jpg,481
6972,dessert/dessert_09s.jpg,dessert,dessert,0.0,0.0,0.0,0.588235294,0.176470588,0.85,images/dessert/dessert_09s.jpg,481
6973,dessert/dessert_10s.jpg,dessert,dessert,0.176470588,0.176470588,0.176470588,0.5,0.1,0.725,images/dessert/dessert_10s.jpg,481
6974,dessert/dessert_11s.jpg,dessert,dessert,0.384615385,0.384615385,0.384615385,0.789473684,0.789473684,0.650609756,images/dessert/dessert_11s.jpg,481
6975,dessert/dessert_12s.jpg,dessert,dessert,0.0,0.0,0.0,0.5,0.15,0.825,images/dessert/dessert_12s.jpg,481
6976,dessert/dessert_13s.jpg,dessert,dessert,0.071428571,0.071428571,0.071428571,0.588235294,0.588235294,0.7,images/dessert/dessert_13s.jpg,481
6977,dessert/dessert_14s.jpg,dessert,dessert,0.333333333,0.333333333,0.333333333,0.764705882,0.764705882,0.780487805,images/dessert/dessert_14s.jpg,481
6978,dessert/dessert_15s.jpg,dessert,dessert,0.090909091,0.090909091,0.090909091,0.578947368,0.105263158,0.833333333,images/dessert/dessert_15s.jpg,481
6979,dessert/dessert_16s.jpg,dessert,dessert,0.181818182,0.181818182,0.181818182,0.470588235,0.176470588,0.794871795,images/dessert/dessert_16s.jpg,481
6980,dessert/dessert_17s.jpg,dessert,dessert,0.3125,0.3125,0.3125,0.555555556,0.388888889,0.743589744,images/dessert/dessert_17s.jpg,481
6981,dessert/dessert_18s.jpg,dessert,dessert,0.166666667,0.166666667,0.166666667,0.611111111,0.611111111,0.804878049,images/dessert/dessert_18s.jpg,481
6982,dessert/dessert_19s.jpg,dessert,dessert,0.117647059,0.117647059,0.117647059,0.5,0.1,0.666666667,images/dessert/dessert_19s.jpg,481
6983,dessert/dessert_20s.jpg,dessert,dessert,0.230769231,0.230769231,0.230769231,0.823529412,0.823529412,0.625,images/dessert/dessert_20s.jpg,481
6984,dessert/dessert_21s.jpg,dessert,dessert,0.058823529,0.058823529,0.058823529,0.5,0.1875,0.65,images/dessert/dessert_21s.jpg,481
6985,dessert/dessert_22s.jpg,dessert,dessert,0.0,0.0,0.0,0.5,0.071428571,0.717948718,images/dessert/dessert_22s.jpg,481
6986,detonator/detonator_01s.jpg,detonator,detonator,0.266666667,0.266666667,0.266666667,0.352941176,0.352941176,0.846153846,images/detonator/detonator_01s.jpg,482
6987,detonator/detonator_02s.jpg,detonator,detonator,0.235294118,0.235294118,0.235294118,0.388888889,0.388888889,0.736842105,images/detonator/detonator_02s.jpg,482
6988,detonator/detonator_03s.jpg,detonator,detonator,0.133333333,0.133333333,0.133333333,0.421052632,0.421052632,0.804878049,images/detonator/detonator_03s.jpg,482
6989,detonator/detonator_04s.jpg,detonator,detonator,0.266666667,0.266666667,0.266666667,0.4,0.4,0.69047619,images/detonator/detonator_04s.jpg,482
6990,detonator/detonator_05s.jpg,detonator,detonator,0.0,0.0,0.0,0.263157895,0.263157895,0.585365854,images/detonator/detonator_05s.jpg,482
6991,detonator/detonator_06s.jpg,detonator,detonator,0.125,0.125,0.125,0.15,0.15,0.756097561,images/detonator/detonator_06s.jpg,482
6992,detonator/detonator_07s.jpg,detonator,detonator,0.1875,0.1875,0.1875,0.529411765,0.529411765,0.731707317,images/detonator/detonator_07s.jpg,482
6993,detonator/detonator_08s.jpg,detonator,detonator,0.052631579,0.052631579,0.052631579,0.411764706,0.176470588,0.738095238,images/detonator/detonator_08s.jpg,482
6994,detonator/detonator_09s.jpg,detonator,detonator,0.142857143,0.142857143,0.142857143,0.3125,0.3125,0.775,images/detonator/detonator_09s.jpg,482
6995,detonator/detonator_10s.jpg,detonator,detonator,0.153846154,0.153846154,0.153846154,0.166666667,0.166666667,0.837209302,images/detonator/detonator_10s.jpg,482
6996,detonator/detonator_11s.jpg,detonator,detonator,0.416666667,0.416666667,0.416666667,0.3,0.3,0.69047619,images/detonator/detonator_11s.jpg,482
6997,detonator/detonator_12s.jpg,detonator,detonator,0.083333333,0.083333333,0.083333333,0.25,0.25,0.692307692,images/detonator/detonator_12s.jpg,482
6998,dial/dial_01b.jpg,dial,dial,0.416666667,0.416666667,0.416666667,0.5,0.5,0.80952381,images/dial/dial_01b.jpg,483
6999,dial/dial_02s.jpg,dial,dial,0.473684211,0.473684211,0.473684211,0.3,0.2,0.780487805,images/dial/dial_02s.jpg,483
7000,dial/dial_03s.jpg,dial,dial,0.470588235,0.470588235,0.470588235,0.578947368,0.052631579,0.825,images/dial/dial_03s.jpg,483
7001,dial/dial_04s.jpg,dial,dial,0.352941176,0.352941176,0.352941176,0.611111111,0.0,0.780487805,images/dial/dial_04s.jpg,483
7002,dial/dial_05s.jpg,dial,dial,0.411764706,0.411764706,0.411764706,0.473684211,0.052631579,0.780487805,images/dial/dial_05s.jpg,483
7003,dial/dial_06s.jpg,dial,dial,0.523809524,0.523809524,0.523809524,0.35,0.1,0.829268293,images/dial/dial_06s.jpg,483
7004,dial/dial_07s.jpg,dial,dial,0.692307692,0.692307692,0.692307692,0.4375,0.375,0.868421053,images/dial/dial_07s.jpg,483
7005,dial/dial_08s.jpg,dial,dial,0.466666667,0.466666667,0.466666667,0.5,0.5,0.783783784,images/dial/dial_08s.jpg,483
7006,dial/dial_09s.jpg,dial,dial,0.214285714,0.214285714,0.214285714,0.588235294,0.058823529,0.868421053,images/dial/dial_09s.jpg,483
7007,dial/dial_10s.jpg,dial,dial,0.25,0.25,0.25,0.45,0.05,0.804878049,images/dial/dial_10s.jpg,483
7008,dial/dial_11s.jpg,dial,dial,0.333333333,0.333333333,0.333333333,0.4,0.4,0.692307692,images/dial/dial_11s.jpg,483
7009,dial/dial_12s.jpg,dial,dial,0.333333333,0.333333333,0.333333333,0.4,0.15,0.7,images/dial/dial_12s.jpg,483
7010,diamond/diamond_01b.jpg,diamond,diamond,1.0,1.0,1.0,1.0,1.0,0.853658537,images/diamond/diamond_01b.jpg,484
7011,diamond/diamond_02s.jpg,diamond,diamond,0.944444444,0.944444444,0.944444444,0.75,0.75,0.902439024,images/diamond/diamond_02s.jpg,484
7012,diamond/diamond_03s.jpg,diamond,diamond,1.0,1.0,1.0,0.9,0.9,0.804878049,images/diamond/diamond_03s.jpg,484
7013,diamond/diamond_04s.jpg,diamond,diamond,1.0,1.0,1.0,0.888888889,0.888888889,0.744186047,images/diamond/diamond_04s.jpg,484
7014,diamond/diamond_05s.jpg,diamond,diamond,0.875,0.875,0.875,0.944444444,0.944444444,0.853658537,images/diamond/diamond_05s.jpg,484
7015,diamond/diamond_06s.jpg,diamond,diamond,0.894736842,0.894736842,0.894736842,0.777777778,0.777777778,0.707317073,images/diamond/diamond_06s.jpg,484
